"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2007","Netherlands","Total","Age reached during the year","From 10 to 14 years","Number","Males","2,061",""
"2007","Netherlands","Total","Age reached during the year","From 10 to 14 years","Number","Females","2,051",""
"2007","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","16,679",""
"2007","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Males","8,524",""
"2007","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Females","8,155",""
"2007","Netherlands","Total","Age reached during the year","From 15 to 19 years","Number","Total","3,796",""
"2007","Netherlands","Total","Age reached during the year","From 15 to 19 years","Number","Males","1,703",""
"2007","Netherlands","Total","Age reached during the year","From 15 to 19 years","Number","Females","2,093",""
"2007","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","71,601",""
"2007","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Males","37,917",""
"2007","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Females","33,684",""
"2007","Netherlands","Total","Age reached during the year","From 20 to 24 years","Number","Total","10,154",""
"2007","Netherlands","Total","Age reached during the year","From 20 to 24 years","Number","Males","4,221",""
"2007","Netherlands","Total","Age reached during the year","From 20 to 24 years","Number","Females","5,933",""
"2007","Netherlands","Total","Age reached during the year","From 25 to 29 years","Number","Total","12,938",""
"2007","Netherlands","Total","Age reached during the year","From 25 to 29 years","Number","Males","6,351",""
"2007","Netherlands","Total","Age reached during the year","From 25 to 29 years","Number","Females","6,587",""
"2007","Netherlands","Total","Age reached during the year","From 30 to 34 years","Number","Total","11,619",""
"2007","Netherlands","Total","Age reached during the year","From 30 to 34 years","Number","Males","6,190",""
"2007","Netherlands","Total","Age reached during the year","From 30 to 34 years","Number","Females","5,429",""
"2007","Netherlands","Total","Age reached during the year","From 35 to 39 years","Number","Total","10,423",""
"2007","Netherlands","Total","Age reached during the year","From 35 to 39 years","Number","Males","5,889",""
"2007","Netherlands","Total","Age reached during the year","From 35 to 39 years","Number","Females","4,534",""
"2007","Netherlands","Total","Age reached during the year","From 40 to 44 years","Number","Total","7,802",""
"2007","Netherlands","Total","Age reached during the year","From 40 to 44 years","Number","Males","4,673",""
"2007","Netherlands","Total","Age reached during the year","From 40 to 44 years","Number","Females","3,129",""
"2007","Netherlands","Total","Age reached during the year","From 45 to 49 years","Number","Total","5,517",""
"2007","Netherlands","Total","Age reached during the year","From 45 to 49 years","Number","Males","3,359",""
"2007","Netherlands","Total","Age reached during the year","From 45 to 49 years","Number","Females","2,158",""
"2007","Netherlands","Total","Age reached during the year","From 50 to 54 years","Number","Total","3,884",""
"2007","Netherlands","Total","Age reached during the year","From 50 to 54 years","Number","Males","2,278",""
"2007","Netherlands","Total","Age reached during the year","From 50 to 54 years","Number","Females","1,606",""
"2007","Netherlands","Total","Age reached during the year","From 55 to 59 years","Number","Total","3,091",""
"2007","Netherlands","Total","Age reached during the year","From 55 to 59 years","Number","Males","1,807",""
"2007","Netherlands","Total","Age reached during the year","From 55 to 59 years","Number","Females","1,284",""
"2007","Netherlands","Total","Age reached during the year","From 60 to 64 years","Number","Total","2,377",""
"2007","Netherlands","Total","Age reached during the year","From 60 to 64 years","Number","Males","1,446",""
"2007","Netherlands","Total","Age reached during the year","From 60 to 64 years","Number","Females","931",""
"2007","Netherlands","Total","Age reached during the year","From 65 to 69 years","Number","Total","1,763",""
"2007","Netherlands","Total","Age reached during the year","From 65 to 69 years","Number","Males","1,096",""
"2007","Netherlands","Total","Age reached during the year","From 65 to 69 years","Number","Females","667",""
"2007","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3,007",""
"2007","Netherlands","Total","Age reached during the year","65 years or over","Number","Males","1,753",""
"2007","Netherlands","Total","Age reached during the year","65 years or over","Number","Females","1,254",""
"2007","Austria","Total","Age reached during the year","Total","Number","Total","49,898","b"
"2007","Austria","Total","Age reached during the year","Total","Number","Males","28,634",""
"2007","Austria","Total","Age reached during the year","Total","Number","Females","21,264",""
"2007","Austria","Total","Age reached during the year","Less than 5 years","Number","Total","2,247",""
"2007","Austria","Total","Age reached during the year","Less than 5 years","Number","Males","1,184",""
"2007","Austria","Total","Age reached during the year","Less than 5 years","Number","Females","1,063",""
"2007","Austria","Total","Age reached during the year","From 5 to 9 years","Number","Total","1,812",""
"2007","Austria","Total","Age reached during the year","From 5 to 9 years","Number","Males","918",""
"2007","Austria","Total","Age reached during the year","From 5 to 9 years","Number","Females","894",""
"2007","Austria","Total","Age reached during the year","From 10 to 14 years","Number","Total","1,233",""
"2007","Austria","Total","Age reached during the year","From 10 to 14 years","Number","Males","605",""
"2007","Austria","Total","Age reached during the year","From 10 to 14 years","Number","Females","628",""
"2007","Austria","Total","Age reached during the year","Less than 15 years","Number","Total","5,292",""
"2007","Austria","Total","Age reached during the year","Less than 15 years","Number","Males","2,707",""
"2007","Austria","Total","Age reached during the year","Less than 15 years","Number","Females","2,585",""
"2007","Austria","Total","Age reached during the year","From 15 to 19 years","Number","Total","1,590",""
"2007","Austria","Total","Age reached during the year","From 15 to 19 years","Number","Males","891",""
"2007","Austria","Total","Age reached during the year","From 15 to 19 years","Number","Females","699",""
"2007","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total","41,391",""
"2007","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Males","24,362",""
"2007","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Females","17,029",""
"2007","Austria","Total","Age reached during the year","From 20 to 24 years","Number","Total","4,686",""
"2007","Austria","Total","Age reached during the year","From 20 to 24 years","Number","Males","2,598",""
"2007","Austria","Total","Age reached during the year","From 20 to 24 years","Number","Females","2,088",""
"2007","Austria","Total","Age reached during the year","From 25 to 29 years","Number","Total","6,977",""
"2007","Austria","Total","Age reached during the year","From 25 to 29 years","Number","Males","3,939",""
"2007","Austria","Total","Age reached during the year","From 25 to 29 years","Number","Females","3,038",""
"2007","Austria","Total","Age reached during the year","From 30 to 34 years","Number","Total","6,497",""
"2007","Austria","Total","Age reached during the year","From 30 to 34 years","Number","Males","3,761",""
"2007","Austria","Total","Age reached during the year","From 30 to 34 years","Number","Females","2,736",""
"2007","Austria","Total","Age reached during the year","From 35 to 39 years","Number","Total","5,946",""
"2007","Austria","Total","Age reached during the year","From 35 to 39 years","Number","Males","3,483",""
"2007","Austria","Total","Age reached during the year","From 35 to 39 years","Number","Females","2,463",""
"2007","Austria","Total","Age reached during the year","From 40 to 44 years","Number","Total","4,862",""
"2007","Austria","Total","Age reached during the year","From 40 to 44 years","Number","Males","2,993",""
"2007","Austria","Total","Age reached during the year","From 40 to 44 years","Number","Females","1,869",""
"2007","Austria","Total","Age reached during the year","From 45 to 49 years","Number","Total","3,714",""
"2007","Austria","Total","Age reached during the year","From 45 to 49 years","Number","Males","2,391",""
"2007","Austria","Total","Age reached during the year","From 45 to 49 years","Number","Females","1,323",""
"2007","Austria","Total","Age reached during the year","From 50 to 54 years","Number","Total","2,842",""
"2007","Austria","Total","Age reached during the year","From 50 to 54 years","Number","Males","1,709",""
"2007","Austria","Total","Age reached during the year","From 50 to 54 years","Number","Females","1,133",""
"2007","Austria","Total","Age reached during the year","From 55 to 59 years","Number","Total","2,512",""
"2007","Austria","Total","Age reached during the year","From 55 to 59 years","Number","Males","1,556",""
"2007","Austria","Total","Age reached during the year","From 55 to 59 years","Number","Females","956",""
"2007","Austria","Total","Age reached during the year","From 60 to 64 years","Number","Total","1,765",""
"2007","Austria","Total","Age reached during the year","From 60 to 64 years","Number","Males","1,041",""
"2007","Austria","Total","Age reached during the year","From 60 to 64 years","Number","Females","724",""
"2007","Austria","Total","Age reached during the year","From 65 to 69 years","Number","Total","1,247",""
"2007","Austria","Total","Age reached during the year","From 65 to 69 years","Number","Males","708",""
"2007","Austria","Total","Age reached during the year","From 65 to 69 years","Number","Females","539",""
"2007","Austria","Total","Age reached during the year","65 years or over","Number","Total","3,215",""
"2007","Austria","Total","Age reached during the year","65 years or over","Number","Males","1,565",""
"2007","Austria","Total","Age reached during the year","65 years or over","Number","Females","1,650",""
"2007","Poland","Total","Age reached during the year","Total","Number","Total","35,480",""
"2007","Poland","Total","Age reached during the year","Total","Number","Males","20,874",""
"2007","Poland","Total","Age reached during the year","Total","Number","Females","14,606",""
"2007","Poland","Total","Age reached during the year","Less than 5 years","Number","Total","906",""
"2007","Poland","Total","Age reached during the year","Less than 5 years","Number","Males","467",""
"2007","Poland","Total","Age reached during the year","Less than 5 years","Number","Females","439",""
"2007","Poland","Total","Age reached during the year","From 5 to 9 years","Number","Total","1,252",""
"2007","Poland","Total","Age reached during the year","From 5 to 9 years","Number","Males","631",""
"2007","Poland","Total","Age reached during the year","From 5 to 9 years","Number","Females","621",""
"2007","Poland","Total","Age reached during the year","From 10 to 14 years","Number","Total","1,229",""
"2007","Poland","Total","Age reached during the year","From 10 to 14 years","Number","Males","642",""
"2007","Poland","Total","Age reached during the year","From 10 to 14 years","Number","Females","587",""
"2007","Poland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Poland","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Poland","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Poland","Total","Age reached during the year","From 15 to 19 years","Number","Total","3,062",""
"2007","Poland","Total","Age reached during the year","From 15 to 19 years","Number","Males","2,465",""
"2007","Poland","Total","Age reached during the year","From 15 to 19 years","Number","Females","597",""
"2007","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Poland","Total","Age reached during the year","From 20 to 24 years","Number","Total","7,615",""
"2007","Poland","Total","Age reached during the year","From 20 to 24 years","Number","Males","5,909",""
"2007","Poland","Total","Age reached during the year","From 20 to 24 years","Number","Females","1,706",""
"2007","Poland","Total","Age reached during the year","From 25 to 29 years","Number","Total","5,692",""
"2007","Poland","Total","Age reached during the year","From 25 to 29 years","Number","Males","3,181",""
"2007","Poland","Total","Age reached during the year","From 25 to 29 years","Number","Females","2,511",""
"2007","Poland","Total","Age reached during the year","From 30 to 34 years","Number","Total","3,470",""
"2007","Poland","Total","Age reached during the year","From 30 to 34 years","Number","Males","1,579",""
"2007","Poland","Total","Age reached during the year","From 30 to 34 years","Number","Females","1,891",""
"2007","Poland","Total","Age reached during the year","From 35 to 39 years","Number","Total","2,595",""
"2007","Poland","Total","Age reached during the year","From 35 to 39 years","Number","Males","1,184",""
"2007","Poland","Total","Age reached during the year","From 35 to 39 years","Number","Females","1,411",""
"2007","Poland","Total","Age reached during the year","From 40 to 44 years","Number","Total","2,699",""
"2007","Poland","Total","Age reached during the year","From 40 to 44 years","Number","Males","1,321",""
"2007","Poland","Total","Age reached during the year","From 40 to 44 years","Number","Females","1,378",""
"2007","Poland","Total","Age reached during the year","From 45 to 49 years","Number","Total","2,427",""
"2007","Poland","Total","Age reached during the year","From 45 to 49 years","Number","Males","1,258",""
"2007","Poland","Total","Age reached during the year","From 45 to 49 years","Number","Females","1,169",""
"2007","Poland","Total","Age reached during the year","From 50 to 54 years","Number","Total","1,815",""
"2007","Poland","Total","Age reached during the year","From 50 to 54 years","Number","Males","936",""
"2007","Poland","Total","Age reached during the year","From 50 to 54 years","Number","Females","879",""
"2007","Poland","Total","Age reached during the year","From 55 to 59 years","Number","Total","1,160",""
"2007","Poland","Total","Age reached during the year","From 55 to 59 years","Number","Males","582",""
"2007","Poland","Total","Age reached during the year","From 55 to 59 years","Number","Females","578",""
"2007","Poland","Total","Age reached during the year","From 60 to 64 years","Number","Total","580",""
"2007","Poland","Total","Age reached during the year","From 60 to 64 years","Number","Males","285",""
"2007","Poland","Total","Age reached during the year","From 60 to 64 years","Number","Females","295",""
"2007","Poland","Total","Age reached during the year","From 65 to 69 years","Number","Total","368",""
"2007","Poland","Total","Age reached during the year","From 65 to 69 years","Number","Males","192",""
"2007","Poland","Total","Age reached during the year","From 65 to 69 years","Number","Females","176",""
"2007","Poland","Total","Age reached during the year","65 years or over","Number","Total","978",""
"2007","Poland","Total","Age reached during the year","65 years or over","Number","Males","434",""
"2007","Poland","Total","Age reached during the year","65 years or over","Number","Females","544",""
"2007","Portugal","Total","Age reached during the year","Total","Number","Total","7,890",""
"2007","Portugal","Total","Age reached during the year","Total","Number","Males","6,312",""
"2007","Portugal","Total","Age reached during the year","Total","Number","Females","1,578",""
"2007","Portugal","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","Portugal","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","Portugal","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","Portugal","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","Total","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","Total","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","Total","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","Romania","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","Romania","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","Total","Number","Total","14,943",""
"2007","Slovenia","Total","Age reached during the year","Total","Number","Males","10,696",""
"2007","Slovenia","Total","Age reached during the year","Total","Number","Females","4,247",""
"2007","Slovenia","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","Slovenia","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","Slovenia","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Slovakia","Total","Age reached during the year","Total","Number","Total","1,831",""
"2007","Slovakia","Total","Age reached during the year","Total","Number","Males","790",""
"2007","Slovakia","Total","Age reached during the year","Total","Number","Females","1,041",""
"2007","Slovakia","Total","Age reached during the year","Less than 5 years","Number","Total","72",""
"2007","Slovakia","Total","Age reached during the year","Less than 5 years","Number","Males","36",""
"2007","Slovakia","Total","Age reached during the year","Less than 5 years","Number","Females","36",""
"2007","Slovakia","Total","Age reached during the year","From 5 to 9 years","Number","Total","89",""
"2007","Slovakia","Total","Age reached during the year","From 5 to 9 years","Number","Males","42",""
"2007","Slovakia","Total","Age reached during the year","From 5 to 9 years","Number","Females","47",""
"2007","Slovakia","Total","Age reached during the year","From 10 to 14 years","Number","Total","80",""
"2007","Slovakia","Total","Age reached during the year","From 10 to 14 years","Number","Males","43",""
"2007","Slovakia","Total","Age reached during the year","From 10 to 14 years","Number","Females","37",""
"2007","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total","241",""
"2007","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Males","121",""
"2007","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Females","120",""
"2007","Slovakia","Total","Age reached during the year","From 15 to 19 years","Number","Total","43",""
"2007","Slovakia","Total","Age reached during the year","From 15 to 19 years","Number","Males","26",""
"2007","Slovakia","Total","Age reached during the year","From 15 to 19 years","Number","Females","17",""
"2007","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total","1,534",""
"2007","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Males","632",""
"2007","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Females","902",""
"2007","Slovakia","Total","Age reached during the year","From 20 to 24 years","Number","Total","163",""
"2007","Slovakia","Total","Age reached during the year","From 20 to 24 years","Number","Males","60",""
"2007","Slovakia","Total","Age reached during the year","From 20 to 24 years","Number","Females","103",""
"2007","Slovakia","Total","Age reached during the year","From 25 to 29 years","Number","Total","396",""
"2007","Slovakia","Total","Age reached during the year","From 25 to 29 years","Number","Males","110",""
"2007","Slovakia","Total","Age reached during the year","From 25 to 29 years","Number","Females","286",""
"2007","Slovakia","Total","Age reached during the year","From 30 to 34 years","Number","Total","360",""
"2007","Slovakia","Total","Age reached during the year","From 30 to 34 years","Number","Males","124",""
"2007","Slovakia","Total","Age reached during the year","From 30 to 34 years","Number","Females","236",""
"2007","Slovakia","Total","Age reached during the year","From 35 to 39 years","Number","Total","196",""
"2007","Slovakia","Total","Age reached during the year","From 35 to 39 years","Number","Males","94",""
"2007","Slovakia","Total","Age reached during the year","From 35 to 39 years","Number","Females","102",""
"2007","Slovakia","Total","Age reached during the year","From 40 to 44 years","Number","Total","126",""
"2007","Slovakia","Total","Age reached during the year","From 40 to 44 years","Number","Males","69",""
"2007","Slovakia","Total","Age reached during the year","From 40 to 44 years","Number","Females","57",""
