"TIME","GEO","PARTNER","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2011","Poland","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Total","Age reached during the year","Total","Number","Total","43,998",""
"2011","Portugal","Belgium","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Czechia","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Denmark","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Estonia","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Ireland","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Greece","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Spain","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","France","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Croatia","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Italy","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Latvia","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Hungary","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Austria","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Poland","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Portugal","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Romania","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Finland","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Sweden","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Norway","Age reached during the year","Total","Number","Total",":",""
"2011","Portugal","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","Total","Number","Total","195,551",""
"2011","Romania","Belgium","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Czechia","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Denmark","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Estonia","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Ireland","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Greece","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Spain","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","France","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Croatia","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Italy","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Latvia","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Hungary","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Austria","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Poland","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Portugal","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Romania","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Finland","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Sweden","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Norway","Age reached during the year","Total","Number","Total",":",""
"2011","Romania","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","Total","Number","Total","12,024",""
"2011","Slovenia","Belgium","Age reached during the year","Total","Number","Total","185",""
"2011","Slovenia","Bulgaria","Age reached during the year","Total","Number","Total","304",""
"2011","Slovenia","Czechia","Age reached during the year","Total","Number","Total","54",""
"2011","Slovenia","Denmark","Age reached during the year","Total","Number","Total","18",""
"2011","Slovenia","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","1,160",""
"2011","Slovenia","Estonia","Age reached during the year","Total","Number","Total","3",""
"2011","Slovenia","Ireland","Age reached during the year","Total","Number","Total","26",""
"2011","Slovenia","Greece","Age reached during the year","Total","Number","Total","22",""
"2011","Slovenia","Spain","Age reached during the year","Total","Number","Total","64",""
"2011","Slovenia","France","Age reached during the year","Total","Number","Total","122",""
"2011","Slovenia","Croatia","Age reached during the year","Total","Number","Total","1,052",""
"2011","Slovenia","Italy","Age reached during the year","Total","Number","Total","465",""
"2011","Slovenia","Cyprus","Age reached during the year","Total","Number","Total","8",""
"2011","Slovenia","Latvia","Age reached during the year","Total","Number","Total","5",""
"2011","Slovenia","Lithuania","Age reached during the year","Total","Number","Total","5",""
"2011","Slovenia","Luxembourg","Age reached during the year","Total","Number","Total","33",""
"2011","Slovenia","Hungary","Age reached during the year","Total","Number","Total","91",""
"2011","Slovenia","Netherlands","Age reached during the year","Total","Number","Total","103",""
"2011","Slovenia","Austria","Age reached during the year","Total","Number","Total","698",""
"2011","Slovenia","Poland","Age reached during the year","Total","Number","Total","33",""
"2011","Slovenia","Portugal","Age reached during the year","Total","Number","Total","8",""
"2011","Slovenia","Romania","Age reached during the year","Total","Number","Total","62",""
"2011","Slovenia","Slovenia","Age reached during the year","Total","Number","Total","0",""
"2011","Slovenia","Slovakia","Age reached during the year","Total","Number","Total","181",""
"2011","Slovenia","Finland","Age reached during the year","Total","Number","Total","17",""
"2011","Slovenia","Sweden","Age reached during the year","Total","Number","Total","85",""
"2011","Slovenia","United Kingdom","Age reached during the year","Total","Number","Total","220",""
"2011","Slovenia","Norway","Age reached during the year","Total","Number","Total","24",""
"2011","Slovenia","Switzerland","Age reached during the year","Total","Number","Total","250",""
"2011","Slovakia","Total","Age reached during the year","Total","Number","Total","1,863",""
"2011","Slovakia","Belgium","Age reached during the year","Total","Number","Total","11",""
"2011","Slovakia","Bulgaria","Age reached during the year","Total","Number","Total","18",""
"2011","Slovakia","Czechia","Age reached during the year","Total","Number","Total","637",""
"2011","Slovakia","Denmark","Age reached during the year","Total","Number","Total","8",""
"2011","Slovakia","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","176",""
"2011","Slovakia","Estonia","Age reached during the year","Total","Number","Total","0",""
"2011","Slovakia","Ireland","Age reached during the year","Total","Number","Total","14",""
"2011","Slovakia","Greece","Age reached during the year","Total","Number","Total","5",""
"2011","Slovakia","Spain","Age reached during the year","Total","Number","Total","16",""
"2011","Slovakia","France","Age reached during the year","Total","Number","Total","16",""
"2011","Slovakia","Croatia","Age reached during the year","Total","Number","Total","4",""
"2011","Slovakia","Italy","Age reached during the year","Total","Number","Total","59",""
"2011","Slovakia","Cyprus","Age reached during the year","Total","Number","Total","10",""
"2011","Slovakia","Latvia","Age reached during the year","Total","Number","Total","0",""
"2011","Slovakia","Lithuania","Age reached during the year","Total","Number","Total","1",""
"2011","Slovakia","Luxembourg","Age reached during the year","Total","Number","Total","3",""
"2011","Slovakia","Hungary","Age reached during the year","Total","Number","Total","43",""
"2011","Slovakia","Netherlands","Age reached during the year","Total","Number","Total","31",""
"2011","Slovakia","Austria","Age reached during the year","Total","Number","Total","391",""
"2011","Slovakia","Poland","Age reached during the year","Total","Number","Total","11",""
"2011","Slovakia","Portugal","Age reached during the year","Total","Number","Total","0",""
"2011","Slovakia","Romania","Age reached during the year","Total","Number","Total","14",""
"2011","Slovakia","Slovenia","Age reached during the year","Total","Number","Total","2",""
"2011","Slovakia","Slovakia","Age reached during the year","Total","Number","Total","0",""
"2011","Slovakia","Finland","Age reached during the year","Total","Number","Total","6",""
"2011","Slovakia","Sweden","Age reached during the year","Total","Number","Total","3",""
"2011","Slovakia","United Kingdom","Age reached during the year","Total","Number","Total","125",""
"2011","Slovakia","Norway","Age reached during the year","Total","Number","Total","7",""
"2011","Slovakia","Switzerland","Age reached during the year","Total","Number","Total","73",""
"2011","Finland","Total","Age reached during the year","Total","Number","Total","12,660",""
"2011","Finland","Belgium","Age reached during the year","Total","Number","Total","186",""
"2011","Finland","Bulgaria","Age reached during the year","Total","Number","Total","28",""
"2011","Finland","Czechia","Age reached during the year","Total","Number","Total","42",""
"2011","Finland","Denmark","Age reached during the year","Total","Number","Total","447",""
"2011","Finland","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","938",""
"2011","Finland","Estonia","Age reached during the year","Total","Number","Total","751",""
"2011","Finland","Ireland","Age reached during the year","Total","Number","Total","119",""
"2011","Finland","Greece","Age reached during the year","Total","Number","Total","45",""
"2011","Finland","Spain","Age reached during the year","Total","Number","Total","626",""
"2011","Finland","France","Age reached during the year","Total","Number","Total","319",""
"2011","Finland","Croatia","Age reached during the year","Total","Number","Total","5",""
"2011","Finland","Italy","Age reached during the year","Total","Number","Total","181",""
"2011","Finland","Cyprus","Age reached during the year","Total","Number","Total","25",""
"2011","Finland","Latvia","Age reached during the year","Total","Number","Total","50",""
"2011","Finland","Lithuania","Age reached during the year","Total","Number","Total","35",""
"2011","Finland","Luxembourg","Age reached during the year","Total","Number","Total","67",""
"2011","Finland","Hungary","Age reached during the year","Total","Number","Total","78",""
"2011","Finland","Netherlands","Age reached during the year","Total","Number","Total","270",""
"2011","Finland","Austria","Age reached during the year","Total","Number","Total","117",""
"2011","Finland","Poland","Age reached during the year","Total","Number","Total","164",""
"2011","Finland","Portugal","Age reached during the year","Total","Number","Total","51",""
"2011","Finland","Romania","Age reached during the year","Total","Number","Total","21",""
"2011","Finland","Slovenia","Age reached during the year","Total","Number","Total","8",""
"2011","Finland","Slovakia","Age reached during the year","Total","Number","Total","15",""
"2011","Finland","Finland","Age reached during the year","Total","Number","Total","0",""
"2011","Finland","Sweden","Age reached during the year","Total","Number","Total","2,754",""
"2011","Finland","United Kingdom","Age reached during the year","Total","Number","Total","1,066",""
"2011","Finland","Norway","Age reached during the year","Total","Number","Total","560",""
"2011","Finland","Switzerland","Age reached during the year","Total","Number","Total","395",""
"2011","Sweden","Total","Age reached during the year","Total","Number","Total","51,179",""
"2011","Sweden","Belgium","Age reached during the year","Total","Number","Total","338",""
"2011","Sweden","Bulgaria","Age reached during the year","Total","Number","Total","159",""
"2011","Sweden","Czechia","Age reached during the year","Total","Number","Total","159",""
"2011","Sweden","Denmark","Age reached during the year","Total","Number","Total","4,856",""
"2011","Sweden","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","2,203",""
"2011","Sweden","Estonia","Age reached during the year","Total","Number","Total","190",""
"2011","Sweden","Ireland","Age reached during the year","Total","Number","Total","242",""
"2011","Sweden","Greece","Age reached during the year","Total","Number","Total","381",""
"2011","Sweden","Spain","Age reached during the year","Total","Number","Total","1,144",""
"2011","Sweden","France","Age reached during the year","Total","Number","Total","921",""
"2011","Sweden","Croatia","Age reached during the year","Total","Number","Total","73",""
"2011","Sweden","Italy","Age reached during the year","Total","Number","Total","488",""
"2011","Sweden","Cyprus","Age reached during the year","Total","Number","Total","79",""
"2011","Sweden","Latvia","Age reached during the year","Total","Number","Total","98",""
"2011","Sweden","Lithuania","Age reached during the year","Total","Number","Total","153",""
"2011","Sweden","Luxembourg","Age reached during the year","Total","Number","Total","80",""
"2011","Sweden","Hungary","Age reached during the year","Total","Number","Total","340",""
"2011","Sweden","Netherlands","Age reached during the year","Total","Number","Total","581",""
"2011","Sweden","Austria","Age reached during the year","Total","Number","Total","261",""
"2011","Sweden","Poland","Age reached during the year","Total","Number","Total","1,232",""
"2011","Sweden","Portugal","Age reached during the year","Total","Number","Total","187",""
"2011","Sweden","Romania","Age reached during the year","Total","Number","Total","425",""
"2011","Sweden","Slovenia","Age reached during the year","Total","Number","Total","24",""
"2011","Sweden","Slovakia","Age reached during the year","Total","Number","Total","90",""
"2011","Sweden","Finland","Age reached during the year","Total","Number","Total","2,758",""
"2011","Sweden","Sweden","Age reached during the year","Total","Number","Total","0",""
"2011","Sweden","United Kingdom","Age reached during the year","Total","Number","Total","3,617",""
"2011","Sweden","Norway","Age reached during the year","Total","Number","Total","9,753",""
"2011","Sweden","Switzerland","Age reached during the year","Total","Number","Total","712",""
"2011","United Kingdom","Total","Age reached during the year","Total","Number","Total","350,703",""
"2011","United Kingdom","Belgium","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Czechia","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Denmark","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","15,635",""
"2011","United Kingdom","Estonia","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Ireland","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Greece","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Spain","Age reached during the year","Total","Number","Total","14,508",""
"2011","United Kingdom","France","Age reached during the year","Total","Number","Total","20,919",""
"2011","United Kingdom","Croatia","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Italy","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Latvia","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Hungary","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Austria","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Poland","Age reached during the year","Total","Number","Total","21,064",""
"2011","United Kingdom","Portugal","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Romania","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Finland","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Sweden","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Norway","Age reached during the year","Total","Number","Total",":",""
"2011","United Kingdom","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2011","Norway","Total","Age reached during the year","Total","Number","Total","20,349",""
"2011","Norway","Belgium","Age reached during the year","Total","Number","Total","199",""
"2011","Norway","Bulgaria","Age reached during the year","Total","Number","Total","58",""
"2011","Norway","Czechia","Age reached during the year","Total","Number","Total","55",""
"2011","Norway","Denmark","Age reached during the year","Total","Number","Total","1,979",""
"2011","Norway","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","787",""
"2011","Norway","Estonia","Age reached during the year","Total","Number","Total","60",""
"2011","Norway","Ireland","Age reached during the year","Total","Number","Total","33",""
"2011","Norway","Greece","Age reached during the year","Total","Number","Total","26",""
"2011","Norway","Spain","Age reached during the year","Total","Number","Total","482",""
"2011","Norway","France","Age reached during the year","Total","Number","Total","388",""
"2011","Norway","Croatia","Age reached during the year","Total","Number","Total","10",""
"2011","Norway","Italy","Age reached during the year","Total","Number","Total","89",""
"2011","Norway","Cyprus","Age reached during the year","Total","Number","Total","10",""
"2011","Norway","Latvia","Age reached during the year","Total","Number","Total","68",""
"2011","Norway","Lithuania","Age reached during the year","Total","Number","Total","164",""
"2011","Norway","Luxembourg","Age reached during the year","Total","Number","Total","22",""
"2011","Norway","Hungary","Age reached during the year","Total","Number","Total","48",""
"2011","Norway","Netherlands","Age reached during the year","Total","Number","Total","308",""
"2011","Norway","Austria","Age reached during the year","Total","Number","Total","57",""
"2011","Norway","Poland","Age reached during the year","Total","Number","Total","1,044",""
"2011","Norway","Portugal","Age reached during the year","Total","Number","Total","42",""
"2011","Norway","Romania","Age reached during the year","Total","Number","Total","100",""
"2011","Norway","Slovenia","Age reached during the year","Total","Number","Total","5",""
"2011","Norway","Slovakia","Age reached during the year","Total","Number","Total","74",""
"2011","Norway","Finland","Age reached during the year","Total","Number","Total","290",""
"2011","Norway","Sweden","Age reached during the year","Total","Number","Total","4,194",""
"2011","Norway","United Kingdom","Age reached during the year","Total","Number","Total","1,276",""
"2011","Norway","Norway","Age reached during the year","Total","Number","Total","0",""
"2011","Norway","Switzerland","Age reached during the year","Total","Number","Total","185",""
"2011","Switzerland","Total","Age reached during the year","Total","Number","Total","96,494","b"
"2011","Switzerland","Belgium","Age reached during the year","Total","Number","Total","719","b"
"2011","Switzerland","Bulgaria","Age reached during the year","Total","Number","Total","133","b"
"2011","Switzerland","Czechia","Age reached during the year","Total","Number","Total","363","b"
"2011","Switzerland","Denmark","Age reached during the year","Total","Number","Total","413","b"
"2011","Switzerland","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","15,090","b"
"2011","Switzerland","Estonia","Age reached during the year","Total","Number","Total","35","b"
"2011","Switzerland","Ireland","Age reached during the year","Total","Number","Total","213","b"
"2011","Switzerland","Greece","Age reached during the year","Total","Number","Total","281","b"
"2011","Switzerland","Spain","Age reached during the year","Total","Number","Total","2,492","b"
"2011","Switzerland","France","Age reached during the year","Total","Number","Total","9,665","b"
"2011","Switzerland","Croatia","Age reached during the year","Total","Number","Total","496","b"
"2011","Switzerland","Italy","Age reached during the year","Total","Number","Total","4,976","b"
"2011","Switzerland","Cyprus","Age reached during the year","Total","Number","Total","38","b"
"2011","Switzerland","Latvia","Age reached during the year","Total","Number","Total","66","b"
"2011","Switzerland","Lithuania","Age reached during the year","Total","Number","Total","51","b"
"2011","Switzerland","Luxembourg","Age reached during the year","Total","Number","Total","223","b"
"2011","Switzerland","Hungary","Age reached during the year","Total","Number","Total","563","b"
"2011","Switzerland","Netherlands","Age reached during the year","Total","Number","Total","926","b"
"2011","Switzerland","Austria","Age reached during the year","Total","Number","Total","1,906","b"
"2011","Switzerland","Poland","Age reached during the year","Total","Number","Total","608","b"
"2011","Switzerland","Portugal","Age reached during the year","Total","Number","Total","3,234","b"
"2011","Switzerland","Romania","Age reached during the year","Total","Number","Total","331","b"
"2011","Switzerland","Slovenia","Age reached during the year","Total","Number","Total","110","b"
"2011","Switzerland","Slovakia","Age reached during the year","Total","Number","Total","285","b"
"2011","Switzerland","Finland","Age reached during the year","Total","Number","Total","336","b"
"2011","Switzerland","Sweden","Age reached during the year","Total","Number","Total","838","b"
"2011","Switzerland","United Kingdom","Age reached during the year","Total","Number","Total","3,942","b"
"2011","Switzerland","Norway","Age reached during the year","Total","Number","Total","226","b"
"2011","Switzerland","Switzerland","Age reached during the year","Total","Number","Total","0","b"
"2012","Belgium","Total","Age reached during the year","Total","Number","Total","93,600",""
"2012","Belgium","Belgium","Age reached during the year","Total","Number","Total","0",""
"2012","Belgium","Bulgaria","Age reached during the year","Total","Number","Total","1,186",""
"2012","Belgium","Czechia","Age reached during the year","Total","Number","Total","425",""
"2012","Belgium","Denmark","Age reached during the year","Total","Number","Total","402",""
"2012","Belgium","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","4,672",""
"2012","Belgium","Estonia","Age reached during the year","Total","Number","Total","121",""
"2012","Belgium","Ireland","Age reached during the year","Total","Number","Total","450",""
"2012","Belgium","Greece","Age reached during the year","Total","Number","Total","634",""
"2012","Belgium","Spain","Age reached during the year","Total","Number","Total","4,182",""
"2012","Belgium","France","Age reached during the year","Total","Number","Total","17,315",""
"2012","Belgium","Croatia","Age reached during the year","Total","Number","Total","241",""
"2012","Belgium","Italy","Age reached during the year","Total","Number","Total","2,335",""
"2012","Belgium","Cyprus","Age reached during the year","Total","Number","Total","76",""
"2012","Belgium","Latvia","Age reached during the year","Total","Number","Total","106",""
"2012","Belgium","Lithuania","Age reached during the year","Total","Number","Total","153",""
"2012","Belgium","Luxembourg","Age reached during the year","Total","Number","Total","2,423",""
"2012","Belgium","Hungary","Age reached during the year","Total","Number","Total","557",""
"2012","Belgium","Netherlands","Age reached during the year","Total","Number","Total","8,590",""
"2012","Belgium","Austria","Age reached during the year","Total","Number","Total","485",""
"2012","Belgium","Poland","Age reached during the year","Total","Number","Total","2,412",""
"2012","Belgium","Portugal","Age reached during the year","Total","Number","Total","1,348",""
"2012","Belgium","Romania","Age reached during the year","Total","Number","Total","1,894",""
"2012","Belgium","Slovenia","Age reached during the year","Total","Number","Total","361",""
"2012","Belgium","Slovakia","Age reached during the year","Total","Number","Total","562",""
"2012","Belgium","Finland","Age reached during the year","Total","Number","Total","343",""
"2012","Belgium","Sweden","Age reached during the year","Total","Number","Total","658",""
"2012","Belgium","United Kingdom","Age reached during the year","Total","Number","Total","4,228",""
"2012","Belgium","Norway","Age reached during the year","Total","Number","Total","296",""
"2012","Belgium","Switzerland","Age reached during the year","Total","Number","Total","1,540",""
"2012","Bulgaria","Total","Age reached during the year","Total","Number","Total","16,615","bp"
"2012","Bulgaria","Belgium","Age reached during the year","Total","Number","Total","443","bp"
"2012","Bulgaria","Bulgaria","Age reached during the year","Total","Number","Total","0","bp"
"2012","Bulgaria","Czechia","Age reached during the year","Total","Number","Total","148","bp"
"2012","Bulgaria","Denmark","Age reached during the year","Total","Number","Total","247","bp"
"2012","Bulgaria","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","1,954","bp"
"2012","Bulgaria","Estonia","Age reached during the year","Total","Number","Total","11","bp"
"2012","Bulgaria","Ireland","Age reached during the year","Total","Number","Total","29","bp"
"2012","Bulgaria","Greece","Age reached during the year","Total","Number","Total","931","bp"
"2012","Bulgaria","Spain","Age reached during the year","Total","Number","Total","2,355","bp"
"2012","Bulgaria","France","Age reached during the year","Total","Number","Total","439","bp"
"2012","Bulgaria","Croatia","Age reached during the year","Total","Number","Total","11","bp"
"2012","Bulgaria","Italy","Age reached during the year","Total","Number","Total","1,980","bp"
"2012","Bulgaria","Cyprus","Age reached during the year","Total","Number","Total","208","bp"
"2012","Bulgaria","Latvia","Age reached during the year","Total","Number","Total","24","bp"
"2012","Bulgaria","Lithuania","Age reached during the year","Total","Number","Total","17","bp"
"2012","Bulgaria","Luxembourg","Age reached during the year","Total","Number","Total","13","bp"
"2012","Bulgaria","Hungary","Age reached during the year","Total","Number","Total","76","bp"
"2012","Bulgaria","Netherlands","Age reached during the year","Total","Number","Total","373","bp"
"2012","Bulgaria","Austria","Age reached during the year","Total","Number","Total","390","bp"
"2012","Bulgaria","Poland","Age reached during the year","Total","Number","Total","99","bp"
"2012","Bulgaria","Portugal","Age reached during the year","Total","Number","Total","129","bp"
"2012","Bulgaria","Romania","Age reached during the year","Total","Number","Total","79","bp"
"2012","Bulgaria","Slovenia","Age reached during the year","Total","Number","Total","125","bp"
"2012","Bulgaria","Slovakia","Age reached during the year","Total","Number","Total","22","bp"
"2012","Bulgaria","Finland","Age reached during the year","Total","Number","Total","21","bp"
"2012","Bulgaria","Sweden","Age reached during the year","Total","Number","Total","57","bp"
"2012","Bulgaria","United Kingdom","Age reached during the year","Total","Number","Total","1,101","bp"
"2012","Bulgaria","Norway","Age reached during the year","Total","Number","Total","60","bp"
"2012","Bulgaria","Switzerland","Age reached during the year","Total","Number","Total","49","bp"
"2012","Czechia","Total","Age reached during the year","Total","Number","Total","46,106",""
"2012","Czechia","Belgium","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Czechia","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Denmark","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Estonia","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Ireland","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Greece","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Spain","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","France","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Croatia","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Italy","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Latvia","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Hungary","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Austria","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Poland","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Portugal","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Romania","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Finland","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Sweden","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Norway","Age reached during the year","Total","Number","Total",":",""
"2012","Czechia","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2012","Denmark","Total","Age reached during the year","Total","Number","Total","43,663",""
"2012","Denmark","Belgium","Age reached during the year","Total","Number","Total","348",""
"2012","Denmark","Bulgaria","Age reached during the year","Total","Number","Total","348",""
"2012","Denmark","Czechia","Age reached during the year","Total","Number","Total","273",""
"2012","Denmark","Denmark","Age reached during the year","Total","Number","Total","0",""
"2012","Denmark","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","3,411",""
"2012","Denmark","Estonia","Age reached during the year","Total","Number","Total","151",""
"2012","Denmark","Ireland","Age reached during the year","Total","Number","Total","186",""
"2012","Denmark","Greece","Age reached during the year","Total","Number","Total","182",""
"2012","Denmark","Spain","Age reached during the year","Total","Number","Total","1,274",""
"2012","Denmark","France","Age reached during the year","Total","Number","Total","1,198",""
"2012","Denmark","Croatia","Age reached during the year","Total","Number","Total","20",""
"2012","Denmark","Italy","Age reached during the year","Total","Number","Total","836",""
"2012","Denmark","Cyprus","Age reached during the year","Total","Number","Total","35",""
"2012","Denmark","Latvia","Age reached during the year","Total","Number","Total","498",""
"2012","Denmark","Lithuania","Age reached during the year","Total","Number","Total","950",""
"2012","Denmark","Luxembourg","Age reached during the year","Total","Number","Total","103",""
"2012","Denmark","Hungary","Age reached during the year","Total","Number","Total","382",""
"2012","Denmark","Netherlands","Age reached during the year","Total","Number","Total","689",""
"2012","Denmark","Austria","Age reached during the year","Total","Number","Total","265",""
"2012","Denmark","Poland","Age reached during the year","Total","Number","Total","1,955",""
"2012","Denmark","Portugal","Age reached during the year","Total","Number","Total","176",""
"2012","Denmark","Romania","Age reached during the year","Total","Number","Total","1,108",""
